date,tempF,tempC,humidity
2022-11-29 18:08:46.452912,75.30542023783732,24.058566798798513,67.51972172475278
2022-11-29 18:13:46.452912,78.47688401678408,25.8204911204356,93.34009483488853
2022-11-29 18:18:46.452912,54.36573351131455,12.425407506285861,65.09314474039343
2022-11-29 18:23:46.452912,51.909329162133204,11.060738423407336,67.13857341175687
2022-11-29 18:28:46.452912,46.74430895514104,8.191282752856132,57.81707269067107
2022-11-29 18:33:46.452912,70.47485369409998,21.374918718944432,92.82655557108151
2022-11-29 18:38:46.452912,71.01803056853751,21.676683649187506,88.73901015916658
2022-11-29 18:43:46.452912,54.80863638377667,12.671464657653708,77.24274800693263
2022-11-29 18:48:46.452912,54.66585757648625,12.592143098047918,80.65040822477805
2022-11-29 18:53:46.452912,66.28535861460955,19.04742145256086,70.02149483023189
2022-11-29 18:58:46.452912,62.61701598212242,17.009453323401342,88.73367478424359
2022-11-29 19:03:46.452912,47.2046950110437,8.447052783913165,71.65408100745739
2022-11-29 19:08:46.452912,56.435315941737244,13.575175523187358,96.1769435438163
2022-11-29 19:13:46.452912,72.92007092626683,22.733372736814903,80.08922624812304
2022-11-29 19:18:46.452912,57.550068808733,14.194482671518335,67.59268440909116
2022-11-29 19:23:46.452912,69.19277097390605,20.662650541058916,95.4192994284821
2022-11-29 19:28:46.452912,71.32761058839596,21.848672549108862,74.66705923123976
2022-11-29 19:33:46.452912,63.83692243943972,17.687179133022067,87.99164698124096
2022-11-29 19:38:46.452912,71.46736652633591,21.926314736853286,64.92837501612982
2022-11-29 19:43:46.452912,71.687102169764,22.048390094313334,65.62584134477788
2022-11-29 19:48:46.452912,68.78390825211923,20.435504584510685,88.91662049768831
2022-11-29 19:53:46.452912,47.85279728354513,8.807109601969517,92.7982396649664
2022-11-29 19:58:46.452912,59.79629988017098,15.44238882231721,93.68045087678105
2022-11-29 20:03:46.452912,47.86770171737965,8.815389842988695,84.05358834908947
2022-11-29 20:08:46.452912,79.13943163377546,26.188573129875255,77.31113026534533
2022-11-29 20:13:46.452912,61.1812696990146,16.211816499452553,81.59547304576807
2022-11-29 20:18:46.452912,73.1951133677631,22.88617409320172,83.5262495736125
2022-11-29 20:23:46.452912,79.27651554978753,26.264730860993073,65.5243215419292
2022-11-29 20:28:46.452912,52.59137698748724,11.439653881937353,77.61780545776611
2022-11-29 20:33:46.452912,59.72686127721853,15.40381182067696,93.05802840098595
2022-11-29 20:38:46.452912,74.52791197773242,23.626617765406895,88.35218006570652
2022-11-29 20:43:46.452912,53.28511096741164,11.825061648562022,73.96619121936631
2022-11-29 20:48:46.452912,79.6431752983177,26.468430721287614,88.4063517809319
2022-11-29 20:53:46.452912,67.21616497907821,19.564536099487896,86.24589906980584
2022-11-29 20:58:46.452912,55.39790557289402,12.998836429385566,89.0695551484102
2022-11-29 21:03:46.452912,63.277533957795896,17.376407754331055,77.67044069439034
2022-11-29 21:08:46.452912,78.8494153724715,26.027452984706386,92.31207707988241
2022-11-29 21:13:46.452912,56.36283375949863,13.534907644165905,90.44356245737775
2022-11-29 21:18:46.452912,47.369693901473454,8.538718834151918,69.03036869255754
2022-11-29 21:23:46.452912,51.48591308780648,10.8255072710036,55.613824009019346
2022-11-29 21:28:46.452912,50.75313896186119,10.418410534367329,92.27658060163068
2022-11-29 21:33:46.452912,70.82399513819045,21.56888618788359,66.17780260045839
2022-11-29 21:38:46.452912,63.914134033833335,17.73007446324074,60.6091875581304
2022-11-29 21:43:46.452912,53.85195729921659,12.139976277342551,89.00251770879191
2022-11-29 21:48:46.452912,69.32767107669603,20.73759504260891,77.37478061402444
2022-11-29 21:53:46.452912,77.50518419614812,25.280657886748955,92.40835181682591
2022-11-29 21:58:46.452912,45.99506153544135,7.775034186356306,83.0028480413219
2022-11-29 22:03:46.452912,59.66259384652933,15.368107692516295,91.64582480374673
2022-11-29 22:08:46.452912,49.421140004546665,9.678411113637035,94.86184030869887
2022-11-29 22:13:46.452912,48.01499917801897,8.897221765566094,74.35837885183312
2022-11-29 22:18:46.452912,73.58620059879277,23.103444777107097,55.08615045453983
2022-11-29 22:23:46.452912,63.52974220018322,17.516523444546234,94.3343169519267
2022-11-29 22:28:46.452912,58.55591486674106,14.753286037078368,71.05064554772113
2022-11-29 22:33:46.452912,64.86191518316838,18.256619546204654,67.31496375151565
2022-11-29 22:38:46.452912,70.78007643802083,21.54448691001157,55.169346294302926
2022-11-29 22:43:46.452912,62.888682063877596,17.16037892437644,90.25351187645944
2022-11-29 22:48:46.452912,69.95125572277769,21.084030957098715,78.49666291316515
2022-11-29 22:53:46.452912,67.9118432156431,19.951024008690613,92.95348889728638
2022-11-29 22:58:46.452912,66.18481753208273,18.991565295601518,92.64477320640799
2022-11-29 23:03:46.452912,52.498946980733876,11.388303878185488,60.37105631247923
2022-11-29 23:08:46.452912,76.55423039280524,24.752350218225132,65.92212055541765
2022-11-29 23:13:46.452912,55.52727257053051,13.070706983628064,56.21588283548943
2022-11-29 23:18:46.452912,54.18468918365359,12.324827324251993,84.62748970503719
2022-11-29 23:23:46.452912,57.1241057456841,13.957836525380053,68.50745206902283
2022-11-29 23:28:46.452912,68.80210632216719,20.445614623426216,87.0636741813143
2022-11-29 23:33:46.452912,53.721818808565025,12.067677115869458,69.84429309601698
2022-11-29 23:38:46.452912,52.1889292185911,11.216071788106166,56.544161577021384
2022-11-29 23:43:46.452912,74.38051269515134,23.544729275084077,56.429764619875094
2022-11-29 23:48:46.452912,72.52872069479895,22.51595594155497,73.5158008430655
2022-11-29 23:53:46.452912,50.9017572820669,10.500976267814947,57.67833760776771
2022-11-29 23:58:46.452912,76.34997499972957,24.63887499984976,81.13536255759306
2022-11-30 00:03:46.452912,69.17475311484267,20.65264061935704,63.29727714558747
2022-11-30 00:08:46.452912,76.8389580644924,24.910532258051333,66.86497238038511
2022-11-30 00:13:46.452912,45.45068316014958,7.472601755638656,92.94436112033517
2022-11-30 00:18:46.452912,67.56768902080387,19.759827233779927,61.59798938246379
2022-11-30 00:23:46.452912,65.56589466016324,18.64771925564624,96.85968756727107
2022-11-30 00:28:46.452912,59.96476503889399,15.535980577163324,78.5212422946251
2022-11-30 00:33:46.452912,62.03149300591299,16.68416278106277,58.553396389802785
2022-11-30 00:38:46.452912,50.820851424386824,10.456028569103792,75.11812865602703
2022-11-30 00:43:46.452912,57.10294462982981,13.946080349905449,96.00177677146763
2022-11-30 00:48:46.452912,74.37776654483416,23.54320363601898,62.86817751869347
2022-11-30 00:53:46.452912,74.36577356500999,23.536540869449993,93.92212154230394
2022-11-30 00:58:46.452912,61.30586110472741,16.28103394707078,96.48421974884884
2022-11-30 01:03:46.452912,47.000031323574895,8.333350735319385,68.76887287417998
2022-11-30 01:08:46.452912,53.0459027431733,11.692168190651834,61.58373214996958
2022-11-30 01:13:46.452912,59.792692502344735,15.44038472352485,92.06803526877593
2022-11-30 01:18:46.452912,78.49144937133097,25.828582984072764,67.61868826619781
2022-11-30 01:23:46.452912,68.34939071768727,20.194105954270707,75.82478030261892
